custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday
CP8LAD,1,11/16/2013,11/16/2013,11/16/2013,32,6.25,3.125,59.65,0,1,0,0,Monday
L4ZNGC,1,11/16/2013,11/16/2013,12/22/2013,29,44.82758621,34.48275862,66,0.083333333,1,0,0,Wednesday
LKLY6D,1,11/16/2013,11/16/2013,11/16/2013,28,21.42857143,0,61.61,0,1,0,0,Monday
BNCGYN,1,11/16/2013,11/17/2013,11/17/2013,32,0,0,40.2,0,1,1,0,Tuesday
882VCC,1,11/16/2013,11/16/2013,11/16/2013,30,6.666666667,6.666666667,40,0,1,0,0,Wednesday
4QSBHZ,1,11/16/2013,11/28/2013,12/29/2013,40,17.5,7.5,39.27,0.064516129,1,0,0,Saturday
VFHKKD,1,11/16/2013,11/16/2013,11/16/2013,35,5.714285714,0,40.02,0,1,0,0,Wednesday
EQKD2R,0,11/16/2013,11/16/2013,11/16/2013,3,33.33333333,33.33333333,40.02,0,1,0,0,Monday
WT6J92,1,11/16/2013,11/16/2013,1/12/2014,30,43.33333333,26.66666667,55.65,0.070175439,1,1,1,Monday
CJ73WY,1,11/16/2013,11/16/2013,11/16/2013,27,14.81481481,7.407407407,55.73,0,1,0,0,Wednesday
NCSMG4,0,11/16/2013,12/2/2013,12/2/2013,3,100,33.33333333,40,0,1,0,0,Friday
8EDMGJ,1,11/16/2013,11/16/2013,12/15/2013,36,27.77777778,5.555555556,43.28,0.172413793,1,0,0,Monday
LGWMHT,1,11/13/2013,12/2/2013,12/2/2013,35,25.71428571,5.714285714,55.6,0,1,0,0,Friday
DKYAFX,1,11/17/2013,11/17/2013,11/17/2013,31,16.12903226,0,51.22,0,1,0,0,Tuesday
2Q4CBF,1,11/17/2013,11/22/2013,11/22/2013,26,23.07692308,3.846153846,40.02,0,1,0,0,Monday
YCL7QG,1,11/17/2013,11/18/2013,11/18/2013,28,3.571428571,3.571428571,23.52,0,1,0,0,Wednesday
CHEANL,1,11/17/2013,11/17/2013,11/17/2013,28,0,0,41.77,0,1,0,0,Wednesday
J35F3Y,1,11/11/2013,11/17/2013,1/13/2014,31,77.41935484,25.80645161,100.95,0.140350877,1,0,0,Monday
L2NM9S,1,10/25/2013,11/17/2013,1/7/2014,24,70.83333333,4.166666667,220.05,0.058823529,1,0,0,Wednesday
SE2VWW,1,11/22/2013,11/23/2013,1/12/2014,33,72.72727273,12.12121212,35.55,0.1,1,1,1,Monday
HQYWHN,1,11/17/2013,11/18/2013,11/18/2013,30,13.33333333,3.333333333,40.02,0,1,0,0,Tuesday
9QRM7W,1,11/17/2013,11/17/2013,11/17/2013,24,37.5,4.166666667,40.02,0,1,0,0,Thursday
28MSG2,0,11/17/2013,11/20/2013,11/20/2013,1,0,0,40.02,0,1,0,0,Monday
WQFDUV,1,10/30/2013,11/17/2013,11/17/2013,27,11.11111111,0,39.95,0,1,0,0,Tuesday
DTPHZ4,1,11/18/2013,12/9/2013,12/9/2013,34,32.35294118,0,50.51,0,1,0,0,Tuesday
89CXU3,1,11/18/2013,11/18/2013,11/18/2013,31,0,0,39.95,0,1,0,0,Tuesday
SXPYY3,1,10/30/2013,11/22/2013,11/22/2013,34,2.941176471,2.941176471,39.95,0,1,0,0,Monday
B827Q7,1,11/18/2013,11/18/2013,11/18/2013,28,21.42857143,3.571428571,40.02,0,1,1,0,Thursday
7DSJUU,0,11/8/2013,11/19/2013,11/19/2013,2,50,50,83.33,0,1,1,0,Wednesday
2LJXMB,1,11/18/2013,11/21/2013,11/21/2013,19,5.263157895,0,45.02,0,1,0,0,Wednesday
96LMD5,1,11/13/2013,11/21/2013,11/21/2013,29,20.68965517,6.896551724,45.02,0,1,0,0,Friday
JCD9YB,1,11/18/2013,11/18/2013,11/18/2013,40,7.5,0,45.62,0,1,0,1,Wednesday
2DLRVD,1,11/5/2013,11/18/2013,12/23/2013,30,26.66666667,26.66666667,90.35,0.057142857,1,0,0,Saturday
993TQ6,1,11/18/2013,11/18/2013,12/17/2013,31,12.90322581,6.451612903,35.39,0.068965517,1,1,0,Wednesday
KCVYMA,1,11/18/2013,11/18/2013,11/18/2013,26,42.30769231,11.53846154,40.02,0,1,1,0,Thursday
6VXK55,1,11/18/2013,11/18/2013,1/14/2014,33,18.18181818,6.060606061,35.39,0.035087719,1,1,0,Wednesday
L58SQ3,1,11/18/2013,11/18/2013,11/18/2013,20,70,15,40.02,0,1,0,0,Tuesday
4EB9JL,1,11/18/2013,11/18/2013,11/18/2013,28,32.14285714,10.71428571,40.02,0,1,1,0,Tuesday
ES3YAV,1,11/18/2013,11/18/2013,12/26/2013,35,94.28571429,11.42857143,35.01,0.052631579,1,0,0,Friday
RCEGZT,0,11/14/2013,11/18/2013,12/16/2013,9,88.88888889,0,82.37,0.071428571,1,0,0,Tuesday
K43RS4,1,11/18/2013,11/18/2013,11/18/2013,28,3.571428571,3.571428571,40.02,0,1,1,0,Tuesday
L44G66,1,11/18/2013,1/18/2014,1/18/2014,8,50,0,25.2,0,1,0,0,Monday
VSX7QD,1,11/18/2013,11/18/2013,11/18/2013,32,12.5,0,47.65,0,1,1,0,Friday
X9ZAJB,1,11/18/2013,12/6/2013,12/6/2013,31,9.677419355,0,40.02,0,1,0,1,Tuesday
4CM7HH,1,9/12/2013,11/18/2013,11/18/2013,41,17.07317073,7.317073171,40.02,0,1,0,0,Thursday
SMUH4Z,1,11/18/2013,11/18/2013,11/18/2013,42,11.9047619,2.380952381,40.02,0,1,0,0,Monday
RYHATZ,1,11/18/2013,11/18/2013,11/18/2013,25,64,8,40.02,0,1,1,0,Tuesday
ADP2NJ,1,11/18/2013,11/18/2013,11/18/2013,39,20.51282051,0,40.02,0,1,1,0,Thursday
VFNASW,1,11/18/2013,11/18/2013,11/18/2013,41,19.51219512,7.317073171,40.02,0,1,0,0,Tuesday
8KR69L,0,11/18/2013,11/18/2013,12/10/2013,3,100,0,42.44,0.090909091,1,0,1,Wednesday
LWZFL3,1,9/24/2013,11/18/2013,11/18/2013,35,68.57142857,5.714285714,106.97,0,0,0,0,Wednesday
6DQJEL,1,11/18/2013,11/18/2013,11/18/2013,26,19.23076923,0,70.58,0,1,0,0,Tuesday
RZHD24,1,11/18/2013,11/18/2013,11/18/2013,39,33.33333333,2.564102564,45,0,1,0,0,Wednesday
PV2U86,1,11/18/2013,11/18/2013,11/18/2013,40,5,0,40.02,0,1,0,0,Friday
Q5H7LV,1,10/5/2013,11/18/2013,11/18/2013,24,79.16666667,20.83333333,47.07,0,1,0,0,Wednesday
A89UKP,1,11/18/2013,11/18/2013,11/18/2013,28,17.85714286,0,45.02,0,1,1,0,Tuesday
TY7TQB,1,11/18/2013,11/20/2013,11/20/2013,28,21.42857143,3.571428571,115.4,0,1,0,0,Saturday
86VLLH,1,9/17/2013,9/18/2013,11/18/2013,24,0,0,43.84,0.049180328,1,0,0,Tuesday
PXQJM5,1,11/18/2013,11/18/2013,11/18/2013,39,58.97435897,10.25641026,40.02,0,1,0,0,Friday
QXUQKG,1,11/18/2013,11/18/2013,11/18/2013,40,5,2.5,40.2,0,1,0,0,Thursday
59UA78,1,11/18/2013,11/24/2013,11/24/2013,27,25.92592593,3.703703704,40.02,0,1,0,0,Tuesday
Z7LEYL,1,11/18/2013,11/18/2013,11/18/2013,26,38.46153846,0,40.02,0,1,1,0,Thursday
FW2DYV,1,11/18/2013,11/18/2013,11/18/2013,42,23.80952381,2.380952381,40,0,1,0,0,Thursday
6CKWCF,1,11/19/2013,11/19/2013,11/19/2013,26,50,3.846153846,45.02,0,1,0,0,Friday
EV238Y,1,11/19/2013,11/19/2013,11/19/2013,21,95.23809524,0,49.62,0,1,1,0,Wednesday
NGKHB9,1,11/19/2013,11/19/2013,11/19/2013,31,19.35483871,0,50.13,0,1,1,0,Monday
FQQFBN,1,11/19/2013,11/19/2013,11/19/2013,29,6.896551724,0,40.02,0,1,0,0,Thursday
CH77UT,1,11/19/2013,11/19/2013,11/19/2013,31,3.225806452,0,40.2,0,1,1,0,Wednesday
N3U6NU,1,11/19/2013,11/19/2013,11/19/2013,30,16.66666667,0,124.96,0,1,0,0,Friday
KPCKD6,0,11/19/2013,11/19/2013,11/19/2013,7,0,0,40.02,0,0,1,0,Wednesday
CFU9UX,1,11/19/2013,11/19/2013,11/19/2013,40,17.5,0,40.02,0,1,0,0,Tuesday
MWY9NN,1,11/19/2013,11/22/2013,11/22/2013,42,19.04761905,0,40,0,1,0,0,Friday
2CLQBX,1,11/19/2013,11/19/2013,11/19/2013,28,0,0,45.1,0,1,0,0,Wednesday
ZTAL8T,1,11/19/2013,11/19/2013,11/19/2013,39,25.64102564,0,40.2,0,1,1,0,Thursday
X2FAPT,1,11/19/2013,11/19/2013,12/5/2013,43,11.62790698,9.302325581,38.01,0.125,1,0,0,Friday
2T34VG,1,11/19/2013,11/19/2013,11/19/2013,30,16.66666667,3.333333333,35,0,1,0,0,Saturday
KP3K5T,1,11/19/2013,11/19/2013,11/19/2013,32,0,0,45.02,0,1,0,0,Friday
ZU3LSX,1,11/19/2013,11/19/2013,11/19/2013,28,10.71428571,0,40.2,0,1,0,0,Wednesday
SB6XFD,1,11/19/2013,11/19/2013,11/19/2013,24,12.5,12.5,35,0,1,0,0,Friday
83CMD5,1,11/19/2013,11/19/2013,1/5/2014,25,84,8,60.23,0.042553191,1,0,0,Wednesday
Q8FZ4T,1,11/19/2013,11/19/2013,11/19/2013,31,6.451612903,0,43.28,0,1,0,0,Thursday
FMT6C3,1,11/19/2013,11/25/2013,11/25/2013,28,3.571428571,3.571428571,36.43,0,1,1,0,Wednesday
QMNEE8,1,11/19/2013,11/19/2013,11/19/2013,12,100,16.66666667,1,0,1,0,0,Thursday
D9HPJ6,1,11/19/2013,11/19/2013,11/19/2013,30,16.66666667,10,29,0,1,0,0,Thursday
K9UDWT,1,11/19/2013,11/19/2013,11/19/2013,24,95.83333333,4.166666667,1,0,1,0,0,Friday
HAR699,1,11/19/2013,11/19/2013,11/19/2013,29,17.24137931,6.896551724,1,0,1,0,0,Saturday
97EY5P,1,11/19/2013,11/21/2013,11/21/2013,28,25,10.71428571,55.12,0,1,0,0,Tuesday
F4YAH6,0,11/15/2013,11/16/2013,11/16/2013,1,0,0,39.95,0,0,0,0,Monday
ARAWXN,1,11/19/2013,11/19/2013,11/19/2013,29,55.17241379,6.896551724,35,0,1,0,0,Tuesday
RZ43XK,1,11/19/2013,11/19/2013,11/19/2013,27,0,0,59.27,0,1,0,0,Wednesday
TWC4SR,1,11/19/2013,11/19/2013,11/19/2013,27,18.51851852,3.703703704,35,0,1,0,0,Tuesday
6WM9PL,1,11/19/2013,11/19/2013,12/8/2013,27,40.74074074,14.81481481,35.73,0.105263158,1,0,0,Tuesday
MYK5BW,1,11/19/2013,11/19/2013,11/19/2013,24,33.33333333,4.166666667,35.21,0,1,0,0,Wednesday
RFD28H,1,11/19/2013,11/19/2013,11/19/2013,28,10.71428571,7.142857143,40.02,0,1,0,0,Friday
HAWZBQ,1,11/19/2013,11/19/2013,11/19/2013,8,87.5,12.5,1,0,1,0,0,Wednesday
7UPWDM,0,11/19/2013,11/19/2013,11/19/2013,5,0,0,40.2,0,1,0,0,Wednesday
SZW3P3,1,10/15/2013,11/19/2013,12/18/2013,26,34.61538462,23.07692308,39.31,0.068965517,1,0,0,Thursday
DGGPWF,0,11/19/2013,11/19/2013,11/19/2013,11,54.54545455,9.090909091,29,0,1,0,0,Tuesday
24XY83,1,12/13/2013,12/13/2013,12/13/2013,26,26.92307692,3.846153846,40.02,0,1,0,0,Monday
2CHKYZ,1,11/19/2013,11/23/2013,1/15/2014,35,57.14285714,11.42857143,69.74,0.169811321,1,0,1,Monday
3QJ2LG,1,11/18/2013,11/19/2013,11/19/2013,31,0,0,52.91,0,1,0,0,Friday
5N4BVW,1,11/19/2013,11/19/2013,11/19/2013,33,93.93939394,3.03030303,75.23,0,1,0,0,Thursday
X3UVGU,1,11/20/2013,11/20/2013,11/20/2013,38,57.89473684,2.631578947,40.2,0,1,1,0,Thursday
U4TX59,1,11/20/2013,11/25/2013,11/25/2013,32,40.625,12.5,177.91,0,1,0,0,Tuesday
ECYH2J,1,11/20/2013,12/1/2013,1/1/2014,30,86.66666667,16.66666667,89.38,0.096774194,1,0,0,Monday
CTMRE2,1,11/20/2013,12/3/2013,12/3/2013,31,25.80645161,12.90322581,89.67,0,1,0,0,Wednesday
RUG2MA,1,11/20/2013,11/20/2013,11/20/2013,30,6.666666667,3.333333333,1.02,0,1,0,0,Friday
F2SAVA,1,11/20/2013,11/20/2013,11/20/2013,27,29.62962963,11.11111111,15.1,0,1,0,0,Friday
NKRFYZ,1,11/20/2013,11/20/2013,11/20/2013,30,0,0,45.11,0,1,1,0,Friday
RMCPR9,1,11/20/2013,11/20/2013,11/20/2013,24,50,20.83333333,35,0,1,0,0,Thursday
V5NZ5Q,1,11/20/2013,11/20/2013,1/12/2014,32,21.875,3.125,41.6,0.037735849,1,0,0,Thursday
QNLNEF,1,11/20/2013,11/20/2013,1/11/2014,29,31.03448276,17.24137931,44.27,0.076923077,1,0,0,Wednesday
9X7WGP,1,11/10/2013,11/20/2013,11/20/2013,31,3.225806452,0,45.13,0,1,0,0,Thursday
APFEYZ,1,11/20/2013,11/21/2013,11/22/2013,26,7.692307692,0,39.95,2,1,0,0,Friday
PUFHG6,1,11/20/2013,11/20/2013,11/20/2013,28,28.57142857,10.71428571,1.02,0,1,0,0,Thursday
DDYPVF,0,11/20/2013,11/20/2013,11/20/2013,5,100,20,31,0,1,0,0,Monday
YPF8K2,1,11/20/2013,11/20/2013,11/21/2013,9,11.11111111,11.11111111,29.18,2,0,0,0,Thursday
B8K9UE,0,11/20/2013,11/20/2013,11/20/2013,27,48.14814815,0,40.2,0,1,1,0,Monday
MVF38E,1,11/20/2013,11/20/2013,11/20/2013,29,10.34482759,3.448275862,1.02,0,1,0,0,Thursday
7SM45C,1,11/20/2013,11/20/2013,11/20/2013,29,17.24137931,13.79310345,1,0,1,0,0,Wednesday
GRFLXW,1,11/20/2013,11/20/2013,11/20/2013,32,3.125,3.125,1,0,1,0,0,Monday
LZ4PXJ,1,11/20/2013,11/20/2013,11/20/2013,19,36.84210526,5.263157895,1,0,1,0,0,Wednesday
BKUNTZ,1,11/20/2013,11/20/2013,12/30/2013,33,33.33333333,12.12121212,41.99,0.05,1,0,0,Saturday
ARXY7C,1,11/18/2013,1/9/2014,1/9/2014,28,7.142857143,3.571428571,35,0,1,0,0,Wednesday
JXNVHG,1,11/20/2013,11/20/2013,11/20/2013,29,20.68965517,13.79310345,35,0,1,0,0,Monday
6XLR2G,1,11/20/2013,11/20/2013,11/20/2013,32,6.25,3.125,40.2,0,1,0,0,Friday
3UVPX4,1,11/20/2013,11/20/2013,11/20/2013,40,40,0,45.02,0,1,1,0,Thursday
X53J3L,1,11/20/2013,11/20/2013,11/20/2013,30,33.33333333,0,54.65,0,1,0,0,Thursday
8YKPDE,0,11/16/2013,11/19/2013,11/19/2013,0,0,0,39.95,0,0,0,1,Wednesday
B2MB3D,0,11/21/2013,11/21/2013,12/19/2013,27,33.33333333,18.51851852,55.35,0.071428571,1,1,0,Friday
XSNRE6,0,11/21/2013,11/21/2013,11/21/2013,6,16.66666667,0,87.96,0,1,0,0,Wednesday
P54YPC,1,11/21/2013,11/21/2013,1/14/2014,41,73.17073171,9.756097561,80.3,0.055555556,1,1,0,Friday
QESLBU,1,11/13/2013,11/21/2013,11/21/2013,27,33.33333333,3.703703704,52.05,0,1,0,0,Monday
A936GX,1,11/21/2013,11/21/2013,1/20/2014,32,21.875,12.5,50.75,0.033333333,0,0,0,Friday
SP8RC2,0,11/21/2013,11/23/2013,11/23/2013,2,100,50,40.02,0,0,0,0,Monday
V9D6AF,0,11/21/2013,11/26/2013,11/26/2013,12,16.66666667,8.333333333,45.02,0,1,0,0,Wednesday
46N9AJ,1,11/21/2013,12/18/2013,12/18/2013,33,42.42424242,21.21212121,53.8,0,1,0,0,Thursday
LP8DK7,0,11/21/2013,11/21/2013,11/21/2013,3,33.33333333,0,40.02,0,1,0,0,Friday
EDFWRB,1,11/21/2013,11/22/2013,11/22/2013,26,0,0,64.54,0,1,0,0,Tuesday
7PA4WM,1,11/21/2013,11/22/2013,11/22/2013,23,78.26086957,21.73913043,32.89,0,1,0,0,Tuesday
U69H7V,1,11/21/2013,11/21/2013,11/21/2013,26,3.846153846,3.846153846,38.01,0,1,0,0,Friday
FHFTVM,1,11/21/2013,11/21/2013,11/21/2013,40,22.5,5,40.02,0,1,0,0,Tuesday
JUS7U6,1,11/19/2013,11/21/2013,11/21/2013,26,100,19.23076923,40.02,0,1,0,0,Monday
FL42ZS,1,11/7/2013,11/23/2013,11/23/2013,31,3.225806452,0,89.63,0,1,0,0,Monday
K2E8A7,0,11/21/2013,11/21/2013,11/21/2013,10,30,10,40.02,0,1,0,0,Tuesday
TKUJZY,0,11/21/2013,11/21/2013,11/21/2013,6,50,16.66666667,1,0,1,0,0,Friday
7GR5QD,1,11/21/2013,11/21/2013,11/21/2013,31,9.677419355,0,1,0,1,0,0,Friday
PPHJE5,1,11/21/2013,11/21/2013,11/21/2013,30,10,0,35,0,1,0,0,Tuesday
76KYVB,1,11/21/2013,11/21/2013,11/21/2013,25,12,4,40.02,0,1,1,0,Friday
UM42CK,1,11/10/2013,11/21/2013,11/21/2013,30,10,6.666666667,50.65,0,1,0,0,Friday
7BHMDU,1,11/21/2013,11/21/2013,1/18/2014,28,25,0,99.19,0.034482759,1,0,1,Monday
EX3MP6,1,11/21/2013,11/21/2013,11/21/2013,22,95.45454545,0,40.02,0,1,1,0,Friday
JM3C3M,1,11/21/2013,11/21/2013,11/21/2013,32,6.25,0,40.02,0,1,0,0,Monday
C4VB63,1,11/22/2013,11/22/2013,1/15/2014,32,9.375,9.375,51.99,0.037037037,1,0,0,Tuesday
RYWAJZ,1,1/14/2014,1/14/2014,1/14/2014,20,15,10,40.02,0,1,0,0,Tuesday
4C36ZQ,1,11/22/2013,11/22/2013,11/22/2013,27,11.11111111,7.407407407,35.02,0,1,0,0,Thursday
FNYDPT,1,11/22/2013,11/22/2013,12/9/2013,26,26.92307692,15.38461538,54.8,0.117647059,1,0,0,Saturday
BJC7RT,1,11/22/2013,11/22/2013,11/22/2013,30,13.33333333,3.333333333,1.02,0,1,0,0,Monday
CLU528,0,11/22/2013,11/22/2013,11/22/2013,16,62.5,25,29,0,1,0,0,Friday
PST4NT,1,11/5/2013,11/22/2013,11/22/2013,17,35.29411765,11.76470588,40.2,0,1,0,0,Tuesday
VXK9GF,0,11/22/2013,12/11/2013,12/11/2013,4,50,25,40.02,0,1,0,0,Friday
RPE2UN,1,11/22/2013,11/22/2013,11/22/2013,28,3.571428571,0,85.02,0,1,0,0,Wednesday
BEY2AM,1,11/22/2013,11/22/2013,11/22/2013,34,5.882352941,0,40.2,0,1,0,0,Tuesday
4MRDB2,1,11/22/2013,1/16/2014,1/16/2014,21,23.80952381,4.761904762,74.09,0,1,0,0,Wednesday
V37X5Z,1,11/22/2013,11/22/2013,11/22/2013,29,10.34482759,3.448275862,1,0,1,0,0,Tuesday
HCZKSP,1,12/26/2013,1/13/2014,1/13/2014,18,77.77777778,16.66666667,57.24,0,1,0,0,Monday
ARYGDX,0,11/22/2013,11/22/2013,11/22/2013,19,15.78947368,10.52631579,1,0,1,0,0,Tuesday
J9RE9B,1,11/22/2013,11/22/2013,11/22/2013,27,48.14814815,7.407407407,1,0,1,0,0,Saturday
2S4AMN,1,11/22/2013,11/22/2013,11/22/2013,33,3.03030303,0,40.02,0,1,0,0,Tuesday
H3944A,1,11/22/2013,11/22/2013,11/22/2013,31,12.90322581,6.451612903,25,0,1,0,0,Tuesday
3RQVGE,1,11/1/2013,11/23/2013,11/23/2013,25,12,0,40.02,0,1,0,0,Monday
RCXFND,1,11/22/2013,11/26/2013,1/7/2014,35,5.714285714,5.714285714,126.02,0.047619048,1,1,1,Wednesday
F2PFRN,0,11/22/2013,11/22/2013,11/22/2013,8,37.5,12.5,1,0,1,0,0,Tuesday
RMLMSG,1,11/22/2013,11/22/2013,11/22/2013,30,13.33333333,3.333333333,1,0,1,0,0,Monday
LLYMEU,1,11/22/2013,11/22/2013,11/22/2013,21,71.42857143,0,40.2,0,1,0,0,Tuesday
D2QWJJ,1,11/22/2013,11/22/2013,11/22/2013,23,82.60869565,8.695652174,31,0,1,0,0,Friday
8ADEH8,1,11/22/2013,12/2/2013,1/19/2014,33,30.3030303,9.090909091,80.75,0.125,1,0,1,Monday
MYG8VX,1,11/22/2013,1/7/2014,1/14/2014,25,76,16,99.96,0.285714286,1,1,1,Wednesday
CFFTDH,1,11/22/2013,11/22/2013,11/22/2013,26,23.07692308,3.846153846,40.2,0,1,1,0,Monday
9NVZ2U,1,11/22/2013,12/6/2013,12/6/2013,33,33.33333333,12.12121212,56.22,0,1,0,0,Monday
9XKXZG,1,11/22/2013,11/22/2013,11/22/2013,26,7.692307692,0,40.02,0,1,0,0,Monday
8RFNAR,1,11/22/2013,11/22/2013,11/22/2013,29,10.34482759,10.34482759,35.21,0,1,0,0,Saturday
32JQ96,1,11/22/2013,11/22/2013,11/22/2013,28,21.42857143,7.142857143,35.02,0,1,0,0,Thursday
XH92D8,1,11/22/2013,11/22/2013,11/22/2013,28,35.71428571,7.142857143,29.02,0,1,0,0,Thursday
5NGVUC,1,11/22/2013,11/22/2013,11/22/2013,19,84.21052632,15.78947368,35.02,0,1,0,0,Thursday
UW8M8W,1,11/22/2013,11/22/2013,11/22/2013,27,18.51851852,3.703703704,35.02,0,1,0,0,Thursday
MQRRW9,1,11/23/2013,11/23/2013,11/23/2013,27,18.51851852,18.51851852,29.02,0,1,0,0,Tuesday
WY26VL,1,11/5/2013,11/23/2013,11/23/2013,23,17.39130435,0,76.23,0,1,1,0,Monday
BSQ5AZ,1,11/23/2013,11/23/2013,11/23/2013,29,6.896551724,6.896551724,35,0,1,0,0,Monday
NNSZK9,1,11/23/2013,12/20/2013,12/20/2013,22,63.63636364,13.63636364,78.91,0,1,0,0,Monday
QBMSJL,1,11/23/2013,12/8/2013,12/8/2013,24,29.16666667,8.333333333,81.22,0,1,0,0,Thursday
92VDF3,1,11/23/2013,11/24/2013,11/24/2013,30,23.33333333,6.666666667,80.1,0,1,0,0,Tuesday
Q4CCCR,1,11/23/2013,11/24/2013,11/24/2013,27,33.33333333,3.703703704,42.36,0,1,0,0,Tuesday
YKVRZJ,1,11/23/2013,11/23/2013,1/11/2014,26,92.30769231,15.38461538,59.36,0.040816327,1,0,0,Wednesday
5G2SG4,0,11/23/2013,11/29/2013,11/29/2013,12,41.66666667,8.333333333,29.79,0,1,0,0,Monday
TX3ENU,1,11/23/2013,11/23/2013,11/23/2013,24,50,4.166666667,1,0,1,0,0,Friday
F8F82Y,1,11/23/2013,11/23/2013,11/23/2013,29,13.79310345,6.896551724,1,0,1,0,0,Tuesday
R4E9ZE,1,11/23/2013,11/23/2013,11/23/2013,26,38.46153846,3.846153846,35,0,1,0,0,Monday
6A52VH,1,11/23/2013,11/23/2013,11/23/2013,7,100,28.57142857,35,0,1,0,0,Tuesday
34GM7Y,1,11/23/2013,11/23/2013,11/26/2013,14,14.28571429,0,29.15,0.666666667,1,0,0,Monday
B6ZY7H,1,11/23/2013,11/23/2013,11/23/2013,27,18.51851852,7.407407407,73.75,0,1,0,0,Tuesday
MPPPJB,1,11/23/2013,11/24/2013,11/24/2013,25,68,12,40.02,0,1,1,1,Monday
J4M49Z,1,11/24/2013,11/24/2013,12/8/2013,27,3.703703704,3.703703704,40.79,0.142857143,1,0,0,Monday
XWR6AL,1,11/24/2013,11/24/2013,11/24/2013,22,50,0,39.95,0,1,0,1,Thursday
JFN398,1,11/24/2013,11/24/2013,11/24/2013,27,22.22222222,3.703703704,53.88,0,1,0,0,Tuesday
WPAFAG,1,11/24/2013,11/24/2013,12/15/2013,28,39.28571429,10.71428571,69.78,0.095238095,1,0,0,Monday
6Q426Z,1,11/24/2013,11/24/2013,11/24/2013,25,8,0,123.42,0,1,0,0,Wednesday
NQGT5Y,1,11/24/2013,11/24/2013,11/24/2013,26,61.53846154,11.53846154,45.02,0,1,0,0,Tuesday
DHLS7P,1,11/23/2013,11/24/2013,1/19/2014,32,9.375,9.375,122.24,0.053571429,1,0,0,Monday
9.33E+10,1,11/24/2013,11/24/2013,11/24/2013,26,7.692307692,0,45.02,0,1,0,0,Wednesday
VZWBHX,0,11/24/2013,11/24/2013,11/24/2013,9,22.22222222,0,40.02,0,1,0,0,Monday
GGW9WK,1,11/11/2013,11/25/2013,11/25/2013,26,0,0,61.94,0,1,0,0,Wednesday
DJ8JMZ,1,11/25/2013,11/25/2013,11/25/2013,29,0,0,40,0,1,0,0,Tuesday
ZQNETZ,1,11/25/2013,11/25/2013,12/17/2013,28,42.85714286,14.28571429,39.98,0.090909091,1,0,0,Tuesday
BAF3K5,1,11/25/2013,11/25/2013,11/25/2013,29,3.448275862,3.448275862,31,0,1,0,0,Monday
KDUHYQ,1,11/25/2013,11/25/2013,11/25/2013,10,40,40,29,0,1,0,0,Monday
8D6LCN,1,11/25/2013,11/25/2013,11/25/2013,26,11.53846154,7.692307692,1.02,0,1,0,0,Wednesday
FXRECY,1,11/25/2013,12/28/2013,12/28/2013,29,41.37931034,10.34482759,119.42,0,1,0,0,Monday
EJ2Q78,1,11/25/2013,11/25/2013,11/25/2013,23,0,0,39.95,0,1,1,1,Wednesday
2ZU8FV,1,9/26/2013,11/25/2013,11/25/2013,24,12.5,0,45.02,0,1,0,0,Tuesday
YYDV9L,1,11/25/2013,11/27/2013,11/27/2013,29,10.34482759,3.448275862,64.35,0,1,0,1,Friday
HKCAFS,1,11/25/2013,11/25/2013,12/10/2013,25,16,4,38.01,0.2,1,0,0,Wednesday
B6KW27,1,11/25/2013,11/25/2013,11/25/2013,28,46.42857143,0,102.41,0,1,0,0,Tuesday
EYJPS9,1,11/25/2013,11/25/2013,11/25/2013,28,7.142857143,3.571428571,40.02,0,0,0,0,Saturday
WCTZ8Y,1,11/25/2013,11/25/2013,1/3/2014,29,10.34482759,3.448275862,66.92,0.051282051,1,0,0,Wednesday
J2XFY7,1,11/25/2013,11/25/2013,11/25/2013,31,0,0,45.02,0,1,0,0,Tuesday
WZSP8B,1,11/25/2013,12/6/2013,1/17/2014,34,85.29411765,32.35294118,43.93,0.071428571,1,0,1,Monday
GRRQ63,1,11/26/2013,11/26/2013,11/26/2013,25,20,4,40.2,0,1,0,0,Wednesday
95SE4C,1,11/26/2013,11/26/2013,11/26/2013,4,75,0,40,0,1,0,0,Wednesday
MPAGP7,1,11/21/2013,11/26/2013,11/26/2013,24,83.33333333,20.83333333,40,0,1,1,0,Friday
VLWLN8,1,11/26/2013,11/26/2013,11/26/2013,30,0,0,45.01,0,1,0,0,Monday
HJFLZY,1,11/26/2013,11/26/2013,12/22/2013,31,58.06451613,16.12903226,91.37,0.192307692,1,0,0,Monday
ELEWXR,1,11/26/2013,12/2/2013,1/7/2014,31,3.225806452,0,65.65,0.138888889,1,0,0,Wednesday
8HM7UV,1,11/21/2013,12/17/2013,1/7/2014,27,66.66666667,25.92592593,165.93,0.095238095,1,0,0,Wednesday
XTTFM4,1,11/26/2013,12/4/2013,12/4/2013,28,7.142857143,3.571428571,40,0,1,0,1,Thursday
JNT6S8,1,11/26/2013,11/26/2013,11/26/2013,25,28,4,45.02,0,1,0,0,Wednesday
3DN752,1,11/26/2013,1/14/2014,1/14/2014,23,39.13043478,21.73913043,58.27,0,1,1,0,Monday
PC47UD,0,11/26/2013,11/26/2013,11/26/2013,1,0,0,40.2,0,0,0,0,Wednesday
